Time Range,Flag,Geartype,Vessel IDs,Vessel Presence Hours
2024-03-07,IRL,,1,12.00
2024-02-05,,,951,5775.00
2024-02-23,MDV,,1,12.00
2024-02-13,MHL,,239,3744.00
2024-02-14,CYP,,27,413.00
2024-02-22,HKG,,189,3044.00
2024-02-05,TUR,,1,10.00
2024-02-11,PNG,,1,23.00
2024-02-01,IRN,,9,102.00
2024-02-01,DMA,,2,5.00
2024-02-04,PHL,,11,182.00
2024-02-09,PLW,,7,121.00
2024-02-22,SWE,,1,20.00
2024-02-16,TGO,,2,25.00
2024-02-27,ALB,,2,26.00
2024-02-26,ESP,,1,19.00
2024-02-05,GNQ,,2,48.00
2024-02-11,KIR,,1,23.00
2024-02-20,TUR,,1,12.00
2024-03-02,TGO,,3,46.00
2024-03-04,HRV,,1,5.00
2024-03-02,FJI,,3,18.00
2024-02-19,LSO,,1,3.00
2024-03-06,,,1102,6503.00
2024-03-01,QAT,,1,24.00
2024-03-03,VCT,,2,48.00
2024-03-06,RUS,,1,3.00
2024-03-08,ERI,,1,24.00
2024-03-08,FRO,,10,73.00
2024-02-13,,,896,5190.00
2024-02-08,CYP,,32,474.00
2024-02-06,PNG,,1,19.00
2024-02-13,VNM,,71,1229.00
2024-02-12,EGY,,1,15.00
2024-02-15,SLE,,9,100.00
2024-02-01,BES,,1,19.00
2024-02-16,BRB,,3,61.00
2024-02-06,MUS,,2,40.00
2024-02-23,STP,,1,11.00
2024-02-17,ZAF,,1,14.00
2024-02-09,TUV,,9,132.00
2024-02-17,CYM,,6,118.00
2024-02-27,ESP,,1,11.00
2024-02-29,MYS,,99,1206.00
2024-02-02,NRU,,1,24.00
2024-02-13,RUS,,1,24.00
2024-02-24,GIB,,1,22.00
2024-02-19,TUR,,1,24.00
2024-02-19,KIR,,2,32.00
2024-03-05,BRB,,5,55.00
2024-03-03,BEL,,4,71.00
2024-02-19,BRA,,1,19.00
2024-02-02,BRA,,1,11.00
2024-02-09,JOR,,1,24.00
2024-03-06,IDN,,5741,79877.00
2024-03-07,MNG,,14,138.00
2024-03-07,ERI,,1,23.00
2024-03-06,ALB,,1,7.00
2024-02-08,,,796,5476.00
2024-02-19,HKG,,190,2901.00
2024-02-02,MYS,,99,1317.00
2024-02-15,BEL,,4,36.00
2024-02-25,NPL,,1,17.00
2024-02-10,PNG,,1,22.00
2024-02-09,TWN,,12,149.00
2024-02-25,THA,,15,242.00
2024-02-17,TUV,,12,174.00
2024-02-18,PNG,,1,16.00
2024-02-15,CMR,,2,22.00
2024-02-14,PAK,,1,24.00
2024-02-20,TGO,,2,48.00
2024-02-11,TUV,,7,102.00
2024-02-18,ZAF,,1,24.00
2024-02-27,GRC,,25,355.00
2024-02-29,ITA,,2,31.00
2024-02-29,CMR,,1,24.00
2024-02-28,PNG,,2,14.00
2024-02-29,GAB,,3,72.00
2024-02-17,NRU,,1,24.00
2024-02-27,QAT,,1,24.00
2024-03-02,MHL,,237,3838.00
2024-03-04,,,1184,6857.00
2024-03-03,ATG,,8,79.00
2024-02-18,VUT,,2,48.00
2024-03-02,LKA,,1,22.00
2024-03-04,NPL,,1,14.00
2024-02-17,MNE,,1,24.00
2024-02-20,VUT,,1,22.00
2024-02-08,EGY,,1,24.00
2024-03-01,BRA,,1,12.00
2024-03-06,VCT,,2,48.00
2024-03-08,DEU,,4,55.00
2024-02-07,BEL,,4,18.00
2024-02-19,GRC,,23,354.00
2024-02-04,AUS,,11,145.00
2024-02-20,BLZ,,29,508.00
2024-02-15,BLZ,,25,495.00
2024-02-21,PRT,,21,302.00
2024-02-21,KIR,,2,44.00
2024-02-01,DEU,,6,81.00
2024-02-25,ESP,,1,14.00
2024-02-09,ITA,,3,53.00
2024-02-07,COM,,1,16.00
2024-02-10,MDA,,1,2.00
2024-02-04,NRU,,1,24.00
2024-03-02,CYP,,32,434.00
2024-02-17,QAT,,1,23.00
2024-02-17,ALB,,1,24.00
2024-02-15,JOR,,1,24.00
2024-03-07,NPL,,1,10.00
2024-02-06,SGP,,326,4256.00
2024-02-21,HKG,,197,3241.00
2024-02-02,USA,,6,76.00
2024-02-04,KOR,,37,523.00
2024-02-19,MYS,,84,1073.00
2024-02-01,TWN,,6,62.00
2024-02-13,DEU,,6,80.00
2024-02-19,DEU,,5,88.00
2024-02-21,KWT,,4,56.00
2024-02-14,VCT,,1,2.00
2024-02-09,GUY,,1,10.00
2024-02-09,SMR,,1,24.00
2024-02-27,CYP,,35,585.00
2024-02-29,ETH,,1,5.00
2024-02-29,ERI,,1,24.00
2024-02-28,TUR,,1,24.00
2024-03-02,NOR,,17,329.00
2024-03-05,COK,,6,95.00
2024-03-05,EGY,,1,17.00
2024-02-06,VUT,,1,24.00
2024-02-21,ALB,,1,24.00
2024-02-20,LSO,,1,8.00
2024-02-08,LSO,,1,17.00
2024-02-12,HRV,,1,16.00
2024-02-07,TUV,,16,189.00
2024-02-13,HRV,,1,24.00
2024-02-19,JPN,,32,505.00
2024-02-03,NZL,,2,25.00
2024-02-12,SLE,,13,173.00
2024-02-22,TZA,,10,98.00
2024-02-12,PHL,,3,53.00
2024-02-02,BMU,,6,125.00
2024-02-25,BES,,1,24.00
2024-02-24,CMR,,3,37.00
2024-02-02,BRN,,1,8.00
2024-02-21,BRN,,1,13.00
2024-02-03,ETH,,1,19.00
2024-02-28,DNK,,11,152.00
2024-02-29,BGD,,11,150.00
2024-02-28,FJI,,3,40.00
2024-02-29,PAK,,2,6.00
2024-02-10,ARG,,1,1.00
2024-02-10,CRI,,1,1.00
2024-02-04,DJI,,2,3.00
2024-02-22,KNA,,2,48.00
2024-03-01,GUY,,1,24.00
2024-02-18,QAT,,1,24.00
2024-03-04,ERI,,1,23.00
2024-03-07,DJI,,1,5.00
2024-02-24,IDN,,5766,80079.00
2024-02-04,PAN,,475,7539.00
2024-02-23,NPL,,1,11.00
2024-02-06,BHS,,37,583.00
2024-02-17,JPN,,31,544.00
2024-02-05,CMR,,3,20.00
2024-02-17,CMR,,1,2.00
2024-02-24,ITA,,2,28.00
2024-02-20,IRN,,10,173.00
2024-02-10,NLD,,14,271.00
2024-02-13,NIU,,4,52.00
2024-02-07,USA,,7,74.00
2024-02-04,BEL,,4,72.00
2024-02-11,USA,,6,89.00
2024-02-02,EGY,,2,35.00
2024-02-13,DJI,,1,24.00
2024-02-26,KIR,,1,24.00
2024-02-29,BES,,1,24.00
2024-02-28,LSO,,1,14.00
2024-02-12,DMA,,3,4.00
2024-02-11,EGY,,1,16.00
2024-02-10,GNQ,,2,48.00
2024-02-04,MDA,,1,3.00
2024-02-08,MUS,,1,24.00
2024-02-12,NRU,,1,24.00
2024-03-02,VNM,,81,1239.00
2024-03-05,GUY,,1,1.00
2024-02-22,ALB,,1,24.00
2024-02-03,LSO,,1,16.00
2024-02-15,,,877,5345.00
2024-02-09,,,766,5388.00
2024-02-21,,,1061,6518.00
2024-02-20,IDN,,5718,79217.00
2024-02-04,,,979,6366.00
2024-02-02,ATG,,10,135.00
2024-02-09,IDN,,5728,79723.00
2024-02-03,IDN,,5911,82113.00
2024-02-23,IDN,,5774,80146.00
2024-02-05,FRO,,11,77.00
2024-02-23,,,1060,6033.00
2024-02-02,IDN,,5654,76492.00
2024-02-21,SGP,,301,4186.00
2024-02-02,PAN,,449,7039.00
2024-02-25,IDN,,5480,76781.00
2024-02-16,FRO,,10,61.00
2024-02-13,CYP,,31,501.00
2024-02-19,PAN,,473,7919.00
2024-02-09,SGP,,338,4383.00
2024-02-22,FRO,,9,49.00
2024-02-11,JPN,,34,487.00
2024-02-20,LBR,,333,5192.00
2024-02-03,CHN,,109,1748.00
2024-02-16,DNK,,17,217.00
2024-02-22,LBR,,308,4854.00
2024-02-12,LBR,,322,4833.00
2024-02-05,PAN,,475,7412.00
2024-02-20,SGP,,304,4296.00
2024-02-08,FRA,,3,54.00
2024-02-20,CYP,,36,523.00
2024-02-01,HKG,,220,3185.00
2024-02-22,PHL,,9,146.00
2024-02-02,CYP,,36,417.00
2024-02-05,LBR,,352,5526.00
2024-02-16,SGP,,322,4499.00
2024-02-14,MHL,,233,3726.00
2024-02-03,VNM,,69,1004.00
2024-02-05,MHL,,245,3898.00
2024-02-14,MLT,,54,876.00
2024-02-15,SGP,,329,4662.00
2024-02-11,DEU,,8,83.00
2024-02-11,LBR,,312,4851.00
2024-02-18,JPN,,32,495.00
2024-02-07,KOR,,38,514.00
2024-02-24,COM,,1,12.00
2024-02-22,MHL,,240,3881.00
2024-02-07,HKG,,185,2798.00
2024-02-20,MLT,,61,1064.00
2024-02-15,PRT,,22,325.00
2024-02-21,CHN,,156,2788.00
2024-02-14,HKG,,197,2967.00
2024-02-13,PAN,,445,7369.00
2024-02-08,IND,,10,129.00
2024-02-16,HKG,,223,3349.00
2024-02-09,PAN,,463,7406.00
2024-02-06,TGO,,2,33.00
2024-02-10,MNG,,19,219.00
2024-02-16,BHS,,40,648.00
2024-02-12,MYS,,97,1218.00
2024-02-02,TUV,,12,162.00
2024-02-10,VCT,,4,55.00
2024-02-13,SGP,,303,4467.00
2024-02-14,GBR,,15,252.00
2024-02-23,MHL,,241,3932.00
2024-02-03,DJI,,2,10.00
2024-02-04,SGP,,321,4810.00
2024-02-16,MYS,,90,1063.00
2024-02-08,PAN,,466,7614.00
2024-02-10,PAN,,479,7004.00
2024-02-25,AUS,,7,106.00
2024-02-21,THA,,28,393.00
2024-02-14,BGD,,11,189.00
2024-02-23,BHS,,40,570.00
2024-02-16,BMU,,5,77.00
2024-02-11,CHN,,114,1933.00
2024-02-16,CYP,,27,389.00
2024-02-21,CYP,,35,599.00
2024-02-22,DEU,,8,86.00
2024-02-12,DNK,,21,268.00
2024-02-12,GAB,,5,97.00
2024-02-24,HKG,,192,3174.00
2024-02-04,HKG,,194,3073.00
2024-02-24,IRN,,11,89.00
2024-02-09,JPN,,23,270.00
2024-02-11,KNA,,2,35.00
2024-02-07,MHL,,247,3941.00
2024-02-23,MLT,,68,1136.00
2024-02-04,MLT,,65,983.00
2024-02-20,MYS,,85,1170.00
2024-02-08,NOR,,9,104.00
2024-02-13,PAK,,1,21.00
2024-02-18,PAN,,467,7789.00
2024-02-22,TUV,,12,198.00
2024-02-13,TWN,,14,187.00
2024-02-24,VNM,,66,886.00
2024-02-19,VNM,,58,958.00
2024-02-10,LKA,,3,30.00
2024-02-17,USA,,6,72.00
2024-02-10,BRN,,2,10.00
2024-02-14,BHS,,43,621.00
2024-02-25,MNP,,1,14.00
2024-02-08,LBR,,326,5024.00
2024-02-18,CHN,,142,2440.00
2024-02-23,HRV,,2,15.00
2024-02-22,CYP,,33,523.00
2024-02-01,JPN,,30,485.00
2024-02-21,NOR,,12,170.00
2024-02-06,USA,,7,65.00
2024-02-17,NOR,,19,285.00
2024-02-25,MLT,,70,1000.00
2024-02-05,GBR,,28,352.00
2024-02-23,THA,,20,269.00
2024-02-12,BMU,,5,90.00
2024-02-07,ATG,,14,152.00
2024-02-14,DEU,,6,71.00
2024-02-23,MYS,,108,1403.00
2024-02-24,USA,,11,134.00
2024-02-05,PHL,,11,176.00
2024-02-11,MNG,,6,120.00
2024-02-25,QAT,,1,24.00
2024-02-27,PAN,,458,6892.00
2024-02-29,USA,,13,148.00
2024-02-27,HKG,,166,2438.00
2024-02-26,MYS,,104,1359.00
2024-02-28,LBR,,298,4621.00
2024-02-26,PHL,,9,161.00
2024-02-26,LBR,,271,4143.00
2024-02-27,BHS,,46,707.00
2024-02-26,VNM,,61,817.00
2024-02-28,STP,,2,24.00
2024-02-27,MYS,,96,1237.00
2024-02-28,CHN,,133,2187.00
2024-02-29,NLD,,12,246.00
2024-02-29,VNM,,61,848.00
2024-02-26,CHN,,131,2054.00
2024-02-27,,,1033,6374.00
2024-02-27,VNM,,66,920.00
2024-02-28,DEU,,3,66.00
2024-02-28,DMA,,2,3.00
2024-02-07,BHS,,38,567.00
2024-02-20,BRB,,4,60.00
2024-02-15,IRN,,8,158.00
2024-02-12,LUX,,5,120.00
2024-02-18,MLT,,67,1026.00
2024-02-22,MNG,,17,226.00
2024-02-05,MYS,,102,1182.00
2024-02-16,NLD,,15,250.00
2024-02-23,PHL,,12,192.00
2024-02-14,PLW,,5,105.00
2024-02-22,SAU,,4,22.00
2024-02-09,THA,,17,226.00
2024-02-24,TZA,,9,104.00
2024-02-01,VNM,,63,1005.00
2024-02-18,WLF,,1,2.00
2024-02-29,KOR,,30,514.00
2024-02-27,BLZ,,28,482.00
2024-02-08,KNA,,4,59.00
2024-02-04,VNM,,70,1023.00
2024-02-18,GBR,,28,474.00
2024-02-18,VNM,,64,979.00
2024-02-18,NOR,,14,199.00
2024-02-23,SLE,,10,155.00
2024-02-02,MLT,,63,929.00
2024-02-15,ERI,,2,39.00
2024-02-18,ERI,,2,25.00
2024-02-06,ERI,,1,24.00
2024-03-03,HKG,,188,2985.00
2024-03-05,GRC,,37,575.00
2024-03-02,JPN,,36,629.00
2024-03-02,USA,,8,82.00
2024-03-02,PAN,,427,6474.00
2024-03-03,BHS,,37,610.00
2024-03-04,BHS,,36,609.00
2024-03-05,IDN,,5631,77299.00
2024-03-04,HKG,,183,3011.00
2024-02-04,NLD,,13,221.00
2024-02-20,GAB,,6,58.00
2024-02-16,VNM,,66,1084.00
2024-02-25,VNM,,62,860.00
2024-03-01,MHL,,223,3536.00
2024-03-01,VNM,,68,1107.00
2024-03-03,VNM,,86,1413.00
2024-03-02,MLT,,67,919.00
2024-03-01,,,1156,6994.00
2024-03-01,STP,,1,4.00
2024-03-02,SGP,,341,4213.00
2024-03-02,PHL,,9,153.00
2024-03-01,SGP,,325,4080.00
2024-03-02,ATG,,7,75.00
2024-03-01,SLE,,13,141.00
2024-03-04,SGP,,340,4352.00
2024-03-03,,,1103,6342.00
2024-03-03,KOR,,34,480.00
2024-03-04,TWN,,16,228.00
2024-03-05,LUX,,3,72.00
2024-03-05,BHS,,42,630.00
2024-02-11,BRA,,1,2.00
2024-02-06,BLZ,,26,459.00
2024-02-24,BHS,,36,560.00
2024-02-05,THA,,23,352.00
2024-02-17,BLZ,,25,461.00
2024-02-19,GBR,,28,393.00
2024-02-17,BHS,,39,575.00
2024-02-13,LUX,,5,100.00
2024-02-22,NOR,,14,209.00
2024-02-11,ALB,,1,9.00
2024-02-16,USA,,4,60.00
2024-03-01,JPN,,33,595.00
2024-03-02,MYS,,84,1072.00
2024-03-01,AUS,,7,100.00
2024-03-07,,,1083,6286.00
2024-03-07,IDN,,5770,82053.00
2024-03-07,BMU,,11,183.00
2024-03-06,JPN,,27,372.00
2024-03-07,CYM,,6,82.00
2024-03-06,SGP,,348,4405.00
2024-03-07,MHL,,233,3387.00
2024-03-06,MNG,,9,100.00
2024-03-06,CYP,,34,510.00
2024-03-07,GBR,,29,380.00
2024-03-08,AUS,,10,137.00
2024-03-08,FJI,,1,2.00
2024-03-08,HKG,,191,3098.00
2024-03-08,LBR,,312,4896.00
2024-03-08,THA,,21,322.00
2024-03-08,VNM,,79,1422.00
2024-03-08,ZAF,,1,24.00
2024-02-06,GBR,,30,390.00
2024-02-19,CYM,,9,158.00
2024-02-22,AUS,,5,64.00
2024-02-24,PRT,,21,290.00
2024-02-21,BMU,,4,66.00
2024-02-07,TWN,,12,212.00
2024-02-17,TZA,,8,69.00
2024-02-21,VNM,,66,1003.00
2024-02-06,TZA,,6,80.00
2024-02-04,USA,,7,103.00
2024-02-16,TWN,,17,233.00
2024-02-25,CYP,,38,468.00
2024-02-02,PHL,,11,196.00
2024-02-15,MYS,,85,1048.00
2024-02-16,PHL,,8,66.00
2024-02-12,SWE,,3,18.00
2024-02-05,LUX,,4,75.00
2024-02-16,AUS,,8,67.00
2024-02-07,VNM,,66,922.00
2024-02-19,ATG,,3,50.00
2024-02-10,ATG,,7,88.00
2024-02-08,BGD,,13,258.00
2024-02-10,BGD,,11,214.00
2024-02-05,DEU,,4,52.00
2024-02-18,DNK,,21,304.00
2024-02-10,GBR,,34,472.00
2024-02-17,IND,,6,79.00
2024-02-03,JPN,,30,491.00
2024-02-20,KOR,,32,414.00
2024-02-18,KOR,,32,379.00
2024-02-02,NOR,,17,267.00
2024-02-09,TGO,,2,6.00
2024-02-22,ATG,,6,91.00
2024-02-11,BRN,,1,4.00
2024-02-06,SLE,,12,169.00
2024-02-11,GRC,,22,323.00
2024-02-11,NOR,,15,188.00
2024-02-23,JPN,,31,424.00
2024-02-28,MYS,,94,1160.00
2024-02-27,PRT,,20,298.00
2024-02-28,THA,,17,226.00
2024-02-26,BLZ,,26,516.00
2024-02-27,DEU,,3,42.00
2024-02-28,PHL,,11,203.00
2024-02-26,THA,,15,200.00
2024-02-27,GNQ,,2,42.00
2024-02-27,LSO,,1,17.00
2024-02-27,TUR,,1,24.00
2024-02-11,ARG,,1,1.00
2024-02-22,ITA,,4,58.00
2024-02-15,MNG,,7,70.00
2024-02-01,NLD,,12,216.00
2024-02-18,NRU,,1,24.00
2024-02-14,USA,,4,56.00
2024-02-08,VNM,,67,1017.00
2024-02-05,ERI,,1,20.00
2024-03-02,BGD,,14,176.00
2024-02-12,BLZ,,27,489.00
2024-02-22,TGO,,2,43.00
2024-02-16,BLZ,,27,493.00
2024-03-04,BRA,,1,16.00
2024-03-03,MNP,,1,13.00
2024-03-03,PHL,,8,99.00
2024-03-01,THA,,16,218.00
2024-03-05,NLD,,6,110.00
2024-03-05,SLE,,12,136.00
2024-03-02,TUV,,12,155.00
2024-03-04,ITA,,2,25.00
2024-03-03,MDV,,1,8.00
2024-03-01,POL,,1,12.00
2024-02-03,GBR,,38,540.00
2024-02-12,AUS,,7,92.00
2024-02-24,BLZ,,30,542.00
2024-02-11,AUS,,8,115.00
2024-02-01,ITA,,3,36.00
2024-02-14,BRB,,4,67.00
2024-02-23,SMR,,1,24.00
2024-02-12,LSO,,1,4.00
2024-03-02,ALB,,1,13.00
2024-03-07,KWT,,2,33.00
2024-03-07,NOR,,14,198.00
2024-03-06,TGO,,2,35.00
2024-03-06,BEL,,4,75.00
2024-03-08,NLD,,10,171.00
2024-03-08,PHL,,10,150.00
2024-03-08,TWN,,13,151.00
2024-02-22,NPL,,1,19.00
2024-02-18,GRC,,25,356.00
2024-02-01,TUV,,12,161.00
2024-02-13,BLZ,,26,507.00
2024-02-15,TZA,,7,79.00
2024-02-07,GRC,,30,471.00
2024-02-07,PLW,,8,133.00
2024-02-03,THA,,21,255.00
2024-02-23,TZA,,6,75.00
2024-02-09,DNK,,17,213.00
2024-02-19,FRA,,4,32.00
2024-02-23,PLW,,8,139.00
2024-02-15,TWN,,18,234.00
2024-02-24,KWT,,4,35.00
2024-02-20,KNA,,3,69.00
2024-02-27,GAB,,4,70.00
2024-02-27,ATG,,8,108.00
2024-02-28,BRA,,2,26.00
2024-02-28,GIB,,2,42.00
2024-02-26,CPV,,4,25.00
2024-02-27,FRO,,13,108.00
2024-02-28,CYP,,32,517.00
2024-02-29,KIR,,1,24.00
2024-02-04,GNQ,,2,48.00
2024-02-02,GNQ,,2,48.00
2024-02-05,KNA,,2,48.00
2024-02-23,LUX,,4,96.00
2024-02-22,LUX,,4,96.00
2024-02-08,MNG,,11,120.00
2024-02-12,NIU,,4,55.00
2024-02-20,NLD,,12,263.00
2024-02-18,NLD,,14,227.00
2024-02-04,PLW,,8,137.00
2024-02-14,PRT,,18,253.00
2024-02-25,VUT,,2,27.00
2024-02-04,MNG,,11,97.00
2024-02-11,LUX,,6,121.00
2024-02-13,VUT,,1,24.00
2024-02-14,LKA,,1,24.00
2024-02-21,DNK,,18,280.00
2024-03-01,KOR,,27,403.00
2024-03-02,IND,,6,46.00
2024-02-01,CYM,,7,141.00
2024-03-04,CMR,,4,43.00
2024-03-02,CYM,,5,69.00
2024-03-05,GNB,,1,1.00
2024-03-05,CAN,,1,8.00
2024-03-03,FRO,,10,77.00
2024-02-01,GIB,,2,48.00
2024-02-09,GBR,,30,477.00
2024-02-06,DEU,,3,41.00
2024-02-12,ALB,,1,18.00
2024-02-05,COK,,6,70.00
2024-03-01,LSO,,1,6.00
2024-03-07,BHS,,35,540.00
2024-03-07,SAU,,5,60.00
2024-03-07,CYP,,32,496.00
2024-03-06,USA,,6,87.00
2024-03-06,ETH,,1,17.00
2024-03-06,FJI,,3,27.00
2024-03-08,BGD,,11,151.00
2024-03-08,VCT,,3,71.00
2024-02-14,CHN,,136,2240.00
2024-02-17,PRT,,29,393.00
2024-02-01,PAN,,418,6596.00
2024-02-13,FRO,,12,94.00
2024-02-04,GBR,,32,460.00
2024-02-07,DNK,,13,163.00
2024-02-10,IRN,,14,152.00
2024-02-04,CMR,,4,61.00
2024-02-24,FRA,,5,77.00
2024-02-10,KNA,,4,43.00
2024-02-13,AUS,,5,77.00
2024-02-04,ATG,,12,196.00
2024-02-06,ATG,,9,134.00
2024-02-10,BEL,,4,67.00
2024-02-03,BGD,,15,244.00
2024-02-07,CYM,,11,181.00
2024-02-12,KNA,,3,67.00
2024-02-24,STP,,2,6.00
2024-02-04,TWN,,9,132.00
2024-02-02,MUS,,2,35.00
2024-02-24,DEU,,7,110.00
2024-02-07,MNG,,7,112.00
2024-02-26,SWE,,1,24.00
2024-02-27,BRB,,3,44.00
2024-02-14,GNQ,,2,48.00
2024-02-09,IND,,9,133.00
2024-02-05,MNG,,13,112.00
2024-02-23,MUS,,1,24.00
2024-02-19,MUS,,1,24.00
2024-02-19,NIU,,3,62.00
2024-02-25,NRU,,1,11.00
2024-02-03,NRU,,1,24.00
2024-02-25,SAU,,6,71.00
2024-02-25,SLE,,12,147.00
2024-02-10,SLV,,1,3.00
2024-02-11,THA,,21,257.00
2024-02-05,USA,,5,65.00
2024-02-12,KIR,,2,27.00
2024-03-05,MHL,,224,3321.00
2024-03-05,IRN,,7,83.00
2024-03-02,BMU,,7,84.00
2024-03-05,VNM,,82,1376.00
2024-02-18,SLE,,8,119.00
2024-02-13,GAB,,5,82.00
2024-02-16,TUV,,10,152.00
2024-02-18,CYM,,9,122.00
2024-03-03,BGD,,10,178.00
2024-03-01,IRN,,8,108.00
2024-03-04,TUR,,3,30.00
2024-03-04,SLE,,9,121.00
2024-03-01,SOM,,1,1.00
2024-03-05,TWN,,19,282.00
2024-03-02,NLD,,10,186.00
2024-02-16,NZL,,3,4.00
2024-02-02,CPV,,8,59.00
2024-02-04,NZL,,2,26.00
2024-02-18,NZL,,1,3.00
2024-02-07,GAB,,2,48.00
2024-02-24,AUS,,7,94.00
2024-02-18,USA,,4,58.00
2024-02-10,ALB,,1,12.00
2024-03-02,TUR,,3,57.00
2024-03-08,KWT,,3,56.00
2024-03-08,PRT,,19,232.00
2024-02-21,GBR,,32,460.00
2024-02-23,SGP,,304,4297.00
2024-02-21,KOR,,24,304.00
2024-02-01,CPV,,7,63.00
2024-02-13,BRB,,4,42.00
2024-02-11,FRA,,5,84.00
2024-02-08,PRT,,17,230.00
2024-02-06,IND,,9,120.00
2024-02-09,IRN,,14,134.00
2024-02-05,IRN,,13,132.00
2024-02-14,EGY,,1,2.00
2024-02-05,EGY,,2,42.00
2024-02-24,TUV,,11,192.00
2024-02-19,KWT,,3,36.00
2024-02-15,PHL,,4,47.00
2024-02-06,PRT,,17,275.00
2024-02-05,BRN,,1,9.00
2024-02-12,VCT,,2,42.00
2024-02-08,RUS,,1,1.00
2024-02-10,TUV,,7,85.00
2024-02-28,SAU,,20,98.00
2024-02-27,AUS,,7,95.00
2024-02-28,PLW,,7,97.00
2024-02-28,LBY,,1,2.00
2024-02-27,PNG,,2,22.00
2024-02-29,VCT,,1,2.00
2024-02-06,BES,,3,42.00
2024-02-22,BRB,,7,76.00
2024-02-25,DEU,,8,66.00
2024-02-17,LBY,,1,3.00
2024-02-04,LUX,,3,72.00
2024-02-19,MNG,,6,58.00
2024-02-24,MUS,,1,22.00
2024-02-27,PHL,,12,203.00
2024-02-28,TUV,,8,158.00
2024-02-09,GIB,,2,27.00
2024-03-05,DEU,,4,52.00
2024-02-13,COK,,3,70.00
2024-03-03,TZA,,6,77.00
2024-03-01,MDV,,1,14.00
2024-02-02,AUS,,16,150.00
2024-03-07,DNK,,12,106.00
2024-03-07,MDA,,1,6.00
2024-03-08,CPV,,9,57.00
2024-03-08,GAB,,4,89.00
2024-03-08,MDV,,1,7.00
2024-02-25,HKG,,180,2844.00
2024-02-06,HKG,,188,2920.00
2024-02-04,SOM,,1,2.00
2024-02-05,BHS,,37,560.00
2024-02-01,IND,,4,53.00
2024-02-16,IRN,,7,98.00
2024-02-10,CMR,,3,27.00
2024-02-10,TUN,,1,2.00
2024-02-09,LKA,,1,8.00
2024-02-03,TUR,,1,20.00
2024-02-22,FRA,,5,39.00
2024-02-20,PHL,,10,169.00
2024-02-07,VCT,,4,65.00
2024-02-21,PHL,,11,152.00
2024-02-04,IND,,9,89.00
2024-02-26,KHM,,3,13.00
2024-02-26,DNK,,13,118.00
2024-02-29,TUV,,7,137.00
2024-02-29,MDV,,1,6.00
2024-02-28,TWN,,11,159.00
2024-02-23,MNG,,13,180.00
2024-02-13,MNP,,1,24.00
2024-02-15,MUS,,1,24.00
2024-02-10,SAU,,6,72.00
2024-02-26,COK,,3,57.00
2024-02-25,COK,,3,55.00
2024-02-06,ITA,,2,45.00
2024-02-04,ERI,,1,20.00
2024-03-01,USA,,8,112.00
2024-03-03,GBR,,29,378.00
2024-03-05,RUS,,1,24.00
2024-03-01,TZA,,4,65.00
2024-02-12,GIB,,3,41.00
2024-02-23,NZL,,1,2.00
2024-02-24,BEL,,4,60.00
2024-02-04,VUT,,1,24.00
2024-02-14,ALB,,1,24.00
2024-02-19,USA,,7,79.00
2024-02-07,COK,,2,26.00
2024-03-06,SMR,,1,18.00
2024-03-07,VCT,,3,70.00
2024-02-13,BEL,,3,23.00
2024-02-01,PNG,,1,24.00
2024-02-14,BEL,,2,48.00
2024-02-06,ZAF,,1,1.00
2024-02-09,SAU,,8,81.00
2024-02-01,CMR,,2,23.00
2024-02-15,COK,,4,69.00
2024-02-24,BRB,,7,70.00
2024-02-20,FRA,,5,76.00
2024-02-17,GAB,,5,92.00
2024-02-18,KNA,,3,50.00
2024-02-11,SYC,,1,9.00
2024-02-12,USA,,5,73.00
2024-02-18,KIR,,3,50.00
2024-02-29,TUR,,2,33.00
2024-02-28,MNG,,12,174.00
2024-02-29,NIU,,7,84.00
2024-02-28,LUX,,5,106.00
2024-02-29,LUX,,5,111.00
2024-02-15,GNQ,,2,48.00
2024-02-11,KEN,,1,1.00
2024-02-09,LUX,,3,57.00
2024-02-16,MUS,,1,24.00
2024-02-25,NIU,,2,25.00
2024-02-05,PLW,,7,117.00
2024-02-01,KIR,,2,27.00
2024-02-20,LKA,,1,24.00
2024-02-22,ERI,,1,24.00
2024-03-03,DNK,,12,152.00
2024-03-04,ETH,,1,22.00
2024-03-01,MMR,,1,2.00
2024-03-04,MNG,,10,109.00
2024-03-01,FJI,,2,33.00
2024-03-04,MUS,,1,24.00
2024-02-04,TUV,,11,160.00
2024-02-25,TUV,,10,189.00
2024-02-01,LSO,,1,8.00
2024-03-07,NLD,,9,158.00
2024-03-06,CMR,,1,7.00
2024-03-08,FRA,,6,58.00
2024-03-08,NPL,,1,9.00
2024-03-08,TZA,,6,40.00
2024-02-16,MDV,,1,14.00
2024-02-16,PAN,,459,7789.00
2024-02-11,KOR,,31,460.00
2024-02-19,CPV,,5,20.00
2024-02-09,CHN,,116,1725.00
2024-02-12,RUS,,2,45.00
2024-02-14,BMU,,3,43.00
2024-02-01,GAB,,4,50.00
2024-02-24,BMU,,4,63.00
2024-02-19,EGY,,1,5.00
2024-02-15,ATG,,6,75.00
2024-02-19,CMR,,1,11.00
2024-02-12,ITA,,3,49.00
2024-02-03,KWT,,4,57.00
2024-02-11,SWZ,,1,17.00
2024-02-10,GIB,,3,45.00
